location_code,location_name,admin1_code,admin1_name,event_type,events,fatalities,year,reference_period_start,reference_period_end,lon,lat
SDN,Sudan,SD-WB,West Darfur,Riots,11,3,2026,2026-01-01,2026-12-31,22.45,12.9
SDN,Sudan,SD-WB,West Darfur,Protests,18,2,2026,2026-01-01,2026-12-31,22.45,12.9
SDN,Sudan,SD-CB,Central Darfur,Battles,45,195,2026,2026-01-01,2026-12-31,23.65,12.9
SDN,Sudan,SD-CB,Central Darfur,Violence against civilians,39,156,2026,2026-01-01,2026-12-31,23.65,12.9
SDN,Sudan,SD-CB,Central Darfur,Explosions/Remote violence,11,30,2026,2026-01-01,2026-12-31,23.65,12.9
SDN,Sudan,SD-CB,Central Darfur,Riots,9,2,2026,2026-01-01,2026-12-31,23.65,12.9
SDN,Sudan,SD-CB,Central Darfur,Protests,9,2,2026,2026-01-01,2026-12-31,23.65,12.9
SDN,Sudan,SD-EB,East Darfur,Battles,14,59,2026,2026-01-01,2026-12-31,25.95,11.45
SDN,Sudan,SD-EB,East Darfur,Violence against civilians,16,37,2026,2026-01-01,2026-12-31,25.95,11.45
SDN,Sudan,SD-EB,East Darfur,Explosions/Remote violence,6,5,2026,2026-01-01,2026-12-31,25.95,11.45
SDN,Sudan,SD-EB,East Darfur,Riots,4,0,2026,2026-01-01,2026-12-31,25.95,11.45
SDN,Sudan,SD-EB,East Darfur,Protests,4,0,2026,2026-01-01,2026-12-31,25.95,11.45
SDN,Sudan,SD-NK,North Kordofan,Battles,20,55,2026,2026-01-01,2026-12-31,30.21,13.18
SDN,Sudan,SD-NK,North Kordofan,Violence against civilians,17,20,2026,2026-01-01,2026-12-31,30.21,13.18
SDN,Sudan,SD-NK,North Kordofan,Explosions/Remote violence,11,44,2026,2026-01-01,2026-12-31,30.21,13.18
SDN,Sudan,SD-NK,North Kordofan,Riots,7,1,2026,2026-01-01,2026-12-31,30.21,13.18
SDN,Sudan,SD-NK,North Kordofan,Protests,3,0,2026,2026-01-01,2026-12-31,30.21,13.18
SDN,Sudan,SD-SK,South Kordofan,Battles,15,26,2026,2026-01-01,2026-12-31,29.69,11.02
SDN,Sudan,SD-SK,South Kordofan,Violence against civilians,15,23,2026,2026-01-01,2026-12-31,29.69,11.02
SDN,Sudan,SD-SK,South Kordofan,Explosions/Remote violence,9,31,2026,2026-01-01,2026-12-31,29.69,11.02
SDN,Sudan,SD-SK,South Kordofan,Riots,11,0,2026,2026-01-01,2026-12-31,29.69,11.02
SDN,Sudan,SD-SK,South Kordofan,Protests,8,0,2026,2026-01-01,2026-12-31,29.69,11.02
SDN,Sudan,SD-WK,West Kordofan,Battles,17,12,2026,2026-01-01,2026-12-31,28.4,11.78
SDN,Sudan,SD-WK,West Kordofan,Violence against civilians,9,15,2026,2026-01-01,2026-12-31,28.4,11.78
SDN,Sudan,SD-WK,West Kordofan,Explosions/Remote violence,8,20,2026,2026-01-01,2026-12-31,28.4,11.78
SDN,Sudan,SD-WK,West Kordofan,Riots,7,1,2026,2026-01-01,2026-12-31,28.4,11.78
SDN,Sudan,SD-WK,West Kordofan,Protests,4,0,2026,2026-01-01,2026-12-31,28.4,11.78
SDN,Sudan,SD-WH,White Nile,Battles,14,41,2026,2026-01-01,2026-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Violence against civilians,12,12,2026,2026-01-01,2026-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Explosions/Remote violence,7,24,2026,2026-01-01,2026-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Riots,7,0,2026,2026-01-01,2026-12-31,32.5,12.7
SDN,Sudan,SD-WH,White Nile,Protests,6,0,2026,2026-01-01,2026-12-31,32.5,12.7
SDN,Sudan,SD-SI,Sennar,Battles,16,21,2026,2026-01-01,2026-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Violence against civilians,10,35,2026,2026-01-01,2026-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Explosions/Remote violence,10,8,2026,2026-01-01,2026-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Riots,5,1,2026,2026-01-01,2026-12-31,33.93,13.55
SDN,Sudan,SD-SI,Sennar,Protests,3,0,2026,2026-01-01,2026-12-31,33.93,13.55
SDN,Sudan,SD-GD,Blue Nile,Battles,11,27,2026,2026-01-01,2026-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Violence against civilians,9,9,2026,2026-01-01,2026-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Explosions/Remote violence,5,12,2026,2026-01-01,2026-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Riots,3,0,2026,2026-01-01,2026-12-31,34.35,11.5
SDN,Sudan,SD-GD,Blue Nile,Protests,3,0,2026,2026-01-01,2026-12-31,34.35,11.5
SDN,Sudan,SD-AJ,Al Jazirah,Battles,17,39,2026,2026-01-01,2026-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Violence against civilians,12,27,2026,2026-01-01,2026-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Explosions/Remote violence,5,11,2026,2026-01-01,2026-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Riots,7,1,2026,2026-01-01,2026-12-31,33.1,14.85
SDN,Sudan,SD-AJ,Al Jazirah,Protests,4,0,2026,2026-01-01,2026-12-31,33.1,14.85
SSD,South Sudan,SS-EC,Central Equatoria,Battles,1,1,2021,2021-01-01,2021-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Violence against civilians,1,4,2021,2021-01-01,2021-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Explosions/Remote violence,1,0,2021,2021-01-01,2021-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Riots,1,0,2021,2021-01-01,2021-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Protests,1,0,2021,2021-01-01,2021-12-31,31.6,4.85
SSD,South Sudan,SS-EE,Eastern Equatoria,Battles,3,9,2021,2021-01-01,2021-12-31,33.3,4.7
SSD,South Sudan,SS-EE,Eastern Equatoria,Violence against civilians,2,8,2021,2021-01-01,2021-12-31,33.3,4.7
SSD,South Sudan,SS-EE,Eastern Equatoria,Explosions/Remote violence,1,3,2021,2021-01-01,2021-12-31,33.3,4.7
SSD,South Sudan,SS-EE,Eastern Equatoria,Riots,1,0,2021,2021-01-01,2021-12-31,33.3,4.7
SSD,South Sudan,SS-EE,Eastern Equatoria,Protests,1,0,2021,2021-01-01,2021-12-31,33.3,4.7
SSD,South Sudan,SS-WE,Western Equatoria,Battles,2,3,2021,2021-01-01,2021-12-31,27.95,5.65
SSD,South Sudan,SS-WE,Western Equatoria,Violence against civilians,1,2,2021,2021-01-01,2021-12-31,27.95,5.65
SSD,South Sudan,SS-WE,Western Equatoria,Explosions/Remote violence,1,3,2021,2021-01-01,2021-12-31,27.95,5.65
SSD,South Sudan,SS-WE,Western Equatoria,Riots,1,0,2021,2021-01-01,2021-12-31,27.95,5.65
SSD,South Sudan,SS-JG,Jonglei,Battles,3,8,2021,2021-01-01,2021-12-31,32.1,7.8
SSD,South Sudan,SS-JG,Jonglei,Violence against civilians,2,7,2021,2021-01-01,2021-12-31,32.1,7.8
SSD,South Sudan,SS-JG,Jonglei,Explosions/Remote violence,1,1,2021,2021-01-01,2021-12-31,32.1,7.8
SSD,South Sudan,SS-JG,Jonglei,Riots,1,0,2021,2021-01-01,2021-12-31,32.1,7.8
SSD,South Sudan,SS-JG,Jonglei,Protests,1,0,2021,2021-01-01,2021-12-31,32.1,7.8
SSD,South Sudan,SS-LK,Lakes,Battles,2,7,2021,2021-01-01,2021-12-31,29.8,6.85
SSD,South Sudan,SS-LK,Lakes,Violence against civilians,3,1,2021,2021-01-01,2021-12-31,29.8,6.85
SSD,South Sudan,SS-LK,Lakes,Explosions/Remote violence,1,0,2021,2021-01-01,2021-12-31,29.8,6.85
SSD,South Sudan,SS-LK,Lakes,Riots,1,0,2021,2021-01-01,2021-12-31,29.8,6.85
SSD,South Sudan,SS-LK,Lakes,Protests,1,0,2021,2021-01-01,2021-12-31,29.8,6.85
SSD,South Sudan,SS-NU,Upper Nile,Battles,3,4,2021,2021-01-01,2021-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Violence against civilians,2,7,2021,2021-01-01,2021-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Explosions/Remote violence,1,2,2021,2021-01-01,2021-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Riots,1,0,2021,2021-01-01,2021-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Protests,1,0,2021,2021-01-01,2021-12-31,32.95,9.85
SSD,South Sudan,SS-UY,Unity,Battles,4,7,2021,2021-01-01,2021-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Violence against civilians,2,2,2021,2021-01-01,2021-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Explosions/Remote violence,2,2,2021,2021-01-01,2021-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Riots,1,0,2021,2021-01-01,2021-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Protests,1,0,2021,2021-01-01,2021-12-31,30.1,8.7
SSD,South Sudan,SS-WR,Warrap,Battles,3,6,2021,2021-01-01,2021-12-31,28.45,8.05
SSD,South Sudan,SS-WR,Warrap,Violence against civilians,3,13,2021,2021-01-01,2021-12-31,28.45,8.05
SSD,South Sudan,SS-WR,Warrap,Explosions/Remote violence,2,6,2021,2021-01-01,2021-12-31,28.45,8.05
SSD,South Sudan,SS-WR,Warrap,Riots,1,0,2021,2021-01-01,2021-12-31,28.45,8.05
SSD,South Sudan,SS-WR,Warrap,Protests,1,0,2021,2021-01-01,2021-12-31,28.45,8.05
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Battles,2,4,2021,2021-01-01,2021-12-31,27.55,8.85
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Violence against civilians,2,3,2021,2021-01-01,2021-12-31,27.55,8.85
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Explosions/Remote violence,1,3,2021,2021-01-01,2021-12-31,27.55,8.85
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Riots,1,0,2021,2021-01-01,2021-12-31,27.55,8.85
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Protests,1,0,2021,2021-01-01,2021-12-31,27.55,8.85
SSD,South Sudan,SS-BW,Western Bahr el Ghazal,Battles,1,1,2021,2021-01-01,2021-12-31,26.2,7.55
SSD,South Sudan,SS-BW,Western Bahr el Ghazal,Violence against civilians,1,4,2021,2021-01-01,2021-12-31,26.2,7.55
SSD,South Sudan,SS-BW,Western Bahr el Ghazal,Explosions/Remote violence,1,0,2021,2021-01-01,2021-12-31,26.2,7.55
SSD,South Sudan,SS-BW,Western Bahr el Ghazal,Riots,1,0,2021,2021-01-01,2021-12-31,26.2,7.55
SSD,South Sudan,SS-EC,Central Equatoria,Battles,3,3,2022,2022-01-01,2022-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Violence against civilians,2,6,2022,2022-01-01,2022-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Explosions/Remote violence,1,2,2022,2022-01-01,2022-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Riots,1,0,2022,2022-01-01,2022-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Protests,1,0,2022,2022-01-01,2022-12-31,31.6,4.85
SSD,South Sudan,SS-EE,Eastern Equatoria,Battles,3,2,2022,2022-01-01,2022-12-31,33.3,4.7
SSD,South Sudan,SS-EE,Eastern Equatoria,Violence against civilians,3,7,2022,2022-01-01,2022-12-31,33.3,4.7
SSD,South Sudan,SS-EE,Eastern Equatoria,Explosions/Remote violence,1,2,2022,2022-01-01,2022-12-31,33.3,4.7
SSD,South Sudan,SS-EE,Eastern Equatoria,Riots,1,0,2022,2022-01-01,2022-12-31,33.3,4.7
SSD,South Sudan,SS-EE,Eastern Equatoria,Protests,1,0,2022,2022-01-01,2022-12-31,33.3,4.7
SSD,South Sudan,SS-WE,Western Equatoria,Battles,2,3,2022,2022-01-01,2022-12-31,27.95,5.65
SSD,South Sudan,SS-WE,Western Equatoria,Violence against civilians,1,2,2022,2022-01-01,2022-12-31,27.95,5.65
SSD,South Sudan,SS-WE,Western Equatoria,Explosions/Remote violence,1,0,2022,2022-01-01,2022-12-31,27.95,5.65
SSD,South Sudan,SS-WE,Western Equatoria,Riots,1,0,2022,2022-01-01,2022-12-31,27.95,5.65
SSD,South Sudan,SS-WE,Western Equatoria,Protests,1,0,2022,2022-01-01,2022-12-31,27.95,5.65
SSD,South Sudan,SS-JG,Jonglei,Battles,2,5,2022,2022-01-01,2022-12-31,32.1,7.8
SSD,South Sudan,SS-JG,Jonglei,Violence against civilians,2,2,2022,2022-01-01,2022-12-31,32.1,7.8
SSD,South Sudan,SS-JG,Jonglei,Explosions/Remote violence,1,4,2022,2022-01-01,2022-12-31,32.1,7.8
SSD,South Sudan,SS-JG,Jonglei,Riots,1,0,2022,2022-01-01,2022-12-31,32.1,7.8
SSD,South Sudan,SS-JG,Jonglei,Protests,1,0,2022,2022-01-01,2022-12-31,32.1,7.8
SSD,South Sudan,SS-LK,Lakes,Battles,2,4,2022,2022-01-01,2022-12-31,29.8,6.85
SSD,South Sudan,SS-LK,Lakes,Violence against civilians,2,6,2022,2022-01-01,2022-12-31,29.8,6.85
SSD,South Sudan,SS-LK,Lakes,Explosions/Remote violence,1,3,2022,2022-01-01,2022-12-31,29.8,6.85
SSD,South Sudan,SS-LK,Lakes,Riots,1,0,2022,2022-01-01,2022-12-31,29.8,6.85
SSD,South Sudan,SS-LK,Lakes,Protests,1,0,2022,2022-01-01,2022-12-31,29.8,6.85
SSD,South Sudan,SS-NU,Upper Nile,Battles,2,6,2022,2022-01-01,2022-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Violence against civilians,3,12,2022,2022-01-01,2022-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Explosions/Remote violence,2,6,2022,2022-01-01,2022-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Riots,1,0,2022,2022-01-01,2022-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Protests,1,0,2022,2022-01-01,2022-12-31,32.95,9.85
SSD,South Sudan,SS-UY,Unity,Battles,4,8,2022,2022-01-01,2022-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Violence against civilians,4,5,2022,2022-01-01,2022-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Explosions/Remote violence,2,1,2022,2022-01-01,2022-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Riots,1,0,2022,2022-01-01,2022-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Protests,1,0,2022,2022-01-01,2022-12-31,30.1,8.7
SSD,South Sudan,SS-WR,Warrap,Battles,2,4,2022,2022-01-01,2022-12-31,28.45,8.05
SSD,South Sudan,SS-WR,Warrap,Violence against civilians,1,2,2022,2022-01-01,2022-12-31,28.45,8.05
SSD,South Sudan,SS-WR,Warrap,Explosions/Remote violence,1,2,2022,2022-01-01,2022-12-31,28.45,8.05
SSD,South Sudan,SS-WR,Warrap,Riots,1,0,2022,2022-01-01,2022-12-31,28.45,8.05
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Battles,2,7,2022,2022-01-01,2022-12-31,27.55,8.85
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Violence against civilians,3,2,2022,2022-01-01,2022-12-31,27.55,8.85
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Explosions/Remote violence,1,1,2022,2022-01-01,2022-12-31,27.55,8.85
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Riots,1,0,2022,2022-01-01,2022-12-31,27.55,8.85
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Protests,1,0,2022,2022-01-01,2022-12-31,27.55,8.85
SSD,South Sudan,SS-BW,Western Bahr el Ghazal,Battles,2,4,2022,2022-01-01,2022-12-31,26.2,7.55
SSD,South Sudan,SS-BW,Western Bahr el Ghazal,Violence against civilians,2,8,2022,2022-01-01,2022-12-31,26.2,7.55
SSD,South Sudan,SS-BW,Western Bahr el Ghazal,Explosions/Remote violence,1,3,2022,2022-01-01,2022-12-31,26.2,7.55
SSD,South Sudan,SS-BW,Western Bahr el Ghazal,Riots,1,0,2022,2022-01-01,2022-12-31,26.2,7.55
SSD,South Sudan,SS-BW,Western Bahr el Ghazal,Protests,1,0,2022,2022-01-01,2022-12-31,26.2,7.55
SSD,South Sudan,SS-EC,Central Equatoria,Battles,1,0,2023,2023-01-01,2023-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Violence against civilians,1,1,2023,2023-01-01,2023-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Explosions/Remote violence,1,2,2023,2023-01-01,2023-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Riots,1,0,2023,2023-01-01,2023-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Protests,1,0,2023,2023-01-01,2023-12-31,31.6,4.85
SSD,South Sudan,SS-EE,Eastern Equatoria,Battles,1,1,2023,2023-01-01,2023-12-31,33.3,4.7
SSD,South Sudan,SS-EE,Eastern Equatoria,Violence against civilians,2,8,2023,2023-01-01,2023-12-31,33.3,4.7
SSD,South Sudan,SS-EE,Eastern Equatoria,Explosions/Remote violence,1,0,2023,2023-01-01,2023-12-31,33.3,4.7
SSD,South Sudan,SS-EE,Eastern Equatoria,Protests,1,0,2023,2023-01-01,2023-12-31,33.3,4.7
SSD,South Sudan,SS-WE,Western Equatoria,Battles,1,4,2023,2023-01-01,2023-12-31,27.95,5.65
SSD,South Sudan,SS-WE,Western Equatoria,Violence against civilians,1,4,2023,2023-01-01,2023-12-31,27.95,5.65
SSD,South Sudan,SS-WE,Western Equatoria,Explosions/Remote violence,1,3,2023,2023-01-01,2023-12-31,27.95,5.65
SSD,South Sudan,SS-WE,Western Equatoria,Riots,1,0,2023,2023-01-01,2023-12-31,27.95,5.65
SSD,South Sudan,SS-JG,Jonglei,Battles,1,3,2023,2023-01-01,2023-12-31,32.1,7.8
SSD,South Sudan,SS-JG,Jonglei,Violence against civilians,1,4,2023,2023-01-01,2023-12-31,32.1,7.8
SSD,South Sudan,SS-JG,Jonglei,Explosions/Remote violence,1,3,2023,2023-01-01,2023-12-31,32.1,7.8
SSD,South Sudan,SS-JG,Jonglei,Protests,1,0,2023,2023-01-01,2023-12-31,32.1,7.8
SSD,South Sudan,SS-LK,Lakes,Battles,2,1,2023,2023-01-01,2023-12-31,29.8,6.85
SSD,South Sudan,SS-LK,Lakes,Violence against civilians,1,3,2023,2023-01-01,2023-12-31,29.8,6.85
SSD,South Sudan,SS-LK,Lakes,Explosions/Remote violence,1,3,2023,2023-01-01,2023-12-31,29.8,6.85
SSD,South Sudan,SS-LK,Lakes,Riots,1,0,2023,2023-01-01,2023-12-31,29.8,6.85
SSD,South Sudan,SS-LK,Lakes,Protests,1,0,2023,2023-01-01,2023-12-31,29.8,6.85
SSD,South Sudan,SS-NU,Upper Nile,Battles,2,4,2023,2023-01-01,2023-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Violence against civilians,1,4,2023,2023-01-01,2023-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Explosions/Remote violence,1,3,2023,2023-01-01,2023-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Riots,1,0,2023,2023-01-01,2023-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Protests,1,0,2023,2023-01-01,2023-12-31,32.95,9.85
SSD,South Sudan,SS-UY,Unity,Battles,2,2,2023,2023-01-01,2023-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Violence against civilians,3,9,2023,2023-01-01,2023-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Explosions/Remote violence,2,3,2023,2023-01-01,2023-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Riots,1,0,2023,2023-01-01,2023-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Protests,1,0,2023,2023-01-01,2023-12-31,30.1,8.7
SSD,South Sudan,SS-WR,Warrap,Battles,1,1,2023,2023-01-01,2023-12-31,28.45,8.05
SSD,South Sudan,SS-WR,Warrap,Violence against civilians,1,2,2023,2023-01-01,2023-12-31,28.45,8.05
SSD,South Sudan,SS-WR,Warrap,Explosions/Remote violence,1,0,2023,2023-01-01,2023-12-31,28.45,8.05
SSD,South Sudan,SS-WR,Warrap,Riots,1,0,2023,2023-01-01,2023-12-31,28.45,8.05
SSD,South Sudan,SS-WR,Warrap,Protests,1,0,2023,2023-01-01,2023-12-31,28.45,8.05
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Battles,1,2,2023,2023-01-01,2023-12-31,27.55,8.85
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Violence against civilians,1,4,2023,2023-01-01,2023-12-31,27.55,8.85
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Explosions/Remote violence,1,4,2023,2023-01-01,2023-12-31,27.55,8.85
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Riots,1,0,2023,2023-01-01,2023-12-31,27.55,8.85
SSD,South Sudan,SS-BW,Western Bahr el Ghazal,Battles,1,2,2023,2023-01-01,2023-12-31,26.2,7.55
SSD,South Sudan,SS-BW,Western Bahr el Ghazal,Violence against civilians,1,2,2023,2023-01-01,2023-12-31,26.2,7.55
SSD,South Sudan,SS-BW,Western Bahr el Ghazal,Explosions/Remote violence,1,2,2023,2023-01-01,2023-12-31,26.2,7.55
SSD,South Sudan,SS-EC,Central Equatoria,Battles,2,2,2024,2024-01-01,2024-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Violence against civilians,1,1,2024,2024-01-01,2024-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Explosions/Remote violence,1,1,2024,2024-01-01,2024-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Riots,1,0,2024,2024-01-01,2024-12-31,31.6,4.85
SSD,South Sudan,SS-EE,Eastern Equatoria,Battles,2,7,2024,2024-01-01,2024-12-31,33.3,4.7
SSD,South Sudan,SS-EE,Eastern Equatoria,Violence against civilians,2,2,2024,2024-01-01,2024-12-31,33.3,4.7
SSD,South Sudan,SS-EE,Eastern Equatoria,Explosions/Remote violence,1,4,2024,2024-01-01,2024-12-31,33.3,4.7
SSD,South Sudan,SS-WE,Western Equatoria,Battles,3,4,2024,2024-01-01,2024-12-31,27.95,5.65
SSD,South Sudan,SS-WE,Western Equatoria,Violence against civilians,2,4,2024,2024-01-01,2024-12-31,27.95,5.65
SSD,South Sudan,SS-WE,Western Equatoria,Explosions/Remote violence,1,1,2024,2024-01-01,2024-12-31,27.95,5.65
SSD,South Sudan,SS-WE,Western Equatoria,Riots,1,0,2024,2024-01-01,2024-12-31,27.95,5.65
SSD,South Sudan,SS-WE,Western Equatoria,Protests,1,0,2024,2024-01-01,2024-12-31,27.95,5.65
SSD,South Sudan,SS-JG,Jonglei,Battles,3,8,2024,2024-01-01,2024-12-31,32.1,7.8
SSD,South Sudan,SS-JG,Jonglei,Violence against civilians,2,5,2024,2024-01-01,2024-12-31,32.1,7.8
SSD,South Sudan,SS-JG,Jonglei,Explosions/Remote violence,2,4,2024,2024-01-01,2024-12-31,32.1,7.8
SSD,South Sudan,SS-JG,Jonglei,Riots,1,0,2024,2024-01-01,2024-12-31,32.1,7.8
SSD,South Sudan,SS-JG,Jonglei,Protests,1,0,2024,2024-01-01,2024-12-31,32.1,7.8
SSD,South Sudan,SS-LK,Lakes,Battles,2,4,2024,2024-01-01,2024-12-31,29.8,6.85
SSD,South Sudan,SS-LK,Lakes,Violence against civilians,2,6,2024,2024-01-01,2024-12-31,29.8,6.85
SSD,South Sudan,SS-LK,Lakes,Explosions/Remote violence,1,3,2024,2024-01-01,2024-12-31,29.8,6.85
SSD,South Sudan,SS-LK,Lakes,Riots,1,0,2024,2024-01-01,2024-12-31,29.8,6.85
SSD,South Sudan,SS-NU,Upper Nile,Battles,3,6,2024,2024-01-01,2024-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Violence against civilians,3,12,2024,2024-01-01,2024-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Explosions/Remote violence,2,5,2024,2024-01-01,2024-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Riots,1,0,2024,2024-01-01,2024-12-31,32.95,9.85
SSD,South Sudan,SS-NU,Upper Nile,Protests,1,0,2024,2024-01-01,2024-12-31,32.95,9.85
SSD,South Sudan,SS-UY,Unity,Battles,2,7,2024,2024-01-01,2024-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Violence against civilians,3,5,2024,2024-01-01,2024-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Explosions/Remote violence,2,1,2024,2024-01-01,2024-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Riots,1,0,2024,2024-01-01,2024-12-31,30.1,8.7
SSD,South Sudan,SS-UY,Unity,Protests,1,0,2024,2024-01-01,2024-12-31,30.1,8.7
SSD,South Sudan,SS-WR,Warrap,Battles,2,1,2024,2024-01-01,2024-12-31,28.45,8.05
SSD,South Sudan,SS-WR,Warrap,Violence against civilians,2,5,2024,2024-01-01,2024-12-31,28.45,8.05
SSD,South Sudan,SS-WR,Warrap,Explosions/Remote violence,1,2,2024,2024-01-01,2024-12-31,28.45,8.05
SSD,South Sudan,SS-WR,Warrap,Riots,1,0,2024,2024-01-01,2024-12-31,28.45,8.05
SSD,South Sudan,SS-WR,Warrap,Protests,1,0,2024,2024-01-01,2024-12-31,28.45,8.05
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Battles,2,3,2024,2024-01-01,2024-12-31,27.55,8.85
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Violence against civilians,1,0,2024,2024-01-01,2024-12-31,27.55,8.85
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Explosions/Remote violence,1,4,2024,2024-01-01,2024-12-31,27.55,8.85
SSD,South Sudan,SS-BN,Northern Bahr el Ghazal,Protests,1,0,2024,2024-01-01,2024-12-31,27.55,8.85
SSD,South Sudan,SS-BW,Western Bahr el Ghazal,Battles,1,1,2024,2024-01-01,2024-12-31,26.2,7.55
SSD,South Sudan,SS-BW,Western Bahr el Ghazal,Violence against civilians,1,2,2024,2024-01-01,2024-12-31,26.2,7.55
SSD,South Sudan,SS-BW,Western Bahr el Ghazal,Explosions/Remote violence,1,3,2024,2024-01-01,2024-12-31,26.2,7.55
SSD,South Sudan,SS-EC,Central Equatoria,Battles,2,6,2025,2025-01-01,2025-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Violence against civilians,1,1,2025,2025-01-01,2025-12-31,31.6,4.85
SSD,South Sudan,SS-EC,Central Equatoria,Explosions/Remote violence,1,1,2025,2025-01-01,2025-12-31,31.6,4.85
SSD,South Sudan,SS-EE,Eastern Equatoria,Battles,3,4,2025,2025-01-01,2025-12-31,33.3,4.7
SSD,South Sudan,SS-EE,Eastern Equatoria,Violence against civilians,2,2,2025,2025-01-01,2025-12-31,33.3,4.7
SSD,South Sudan,SS-EE,Eastern Equatoria,Explosions/Remote violence,1,2,2025,2025-01-01,2025-12-31,33.3,4.7
